zpid,numOfPrimarySchools,numOfElementarySchools,numOfMiddleSchools,numOfHighSchools,avgSchoolDistance,avgSchoolRating,avgSchoolSize,MedianStudentsPerTeacher
111373431,1,0,1,1,1.2666666666666668,2.6666666666666665,1063,14
120900430,1,0,1,1,1.4,2.6666666666666665,1063,14
2084491383,0,2,1,1,1.2,3.0,1108,14
120901374,1,0,1,1,1.4,2.6666666666666665,1063,14
60134862,1,0,1,1,1.1333333333333335,4.0,1223,14
2080105342,1,0,1,1,1.0666666666666669,4.0,1223,14
241932337,1,0,1,1,1.2333333333333334,3.6666666666666665,1051,12
60134835,1,0,1,1,1.1666666666666667,4.0,1223,14
60134833,1,0,1,1,1.1666666666666667,4.0,1223,14
83827468,1,0,1,1,1.2,3.0,1615,14
241932327,1,0,1,1,1.2,3.6666666666666665,1051,12
241930967,1,0,1,1,1.2,3.0,1615,14
69808966,1,0,1,1,0.6333333333333333,3.333333333333333,1626,14
64520966,1,0,1,1,1.8333333333333333,3.0,1615,14
29470450,1,0,1,1,1.4666666666666668,3.0,1615,14
70341946,1,0,1,1,0.5666666666666667,3.333333333333333,1626,14
88013985,1,0,1,1,1.933333333333333,8.333333333333334,1481,16
70344594,1,0,1,1,2.4333333333333336,2.6666666666666665,1478,13
185217484,1,0,1,1,1.9,8.333333333333334,1481,16
116080981,1,0,1,1,3.2999999999999994,7.666666666666668,1259,14
29462564,1,0,1,1,1.8,3.0,1457,13
70355992,1,0,1,1,1.9666666666666668,3.0,1457,13
89659978,1,0,1,1,2.0333333333333337,8.333333333333334,1481,16
70355990,1,0,1,1,1.9666666666666668,3.0,1457,13
241932966,1,0,1,1,2.9,3.6666666666666665,1532,12
116080975,1,0,1,1,3.3000000000000003,7.666666666666668,1259,14
145656987,1,0,1,1,1.9333333333333336,3.0,1457,13
29462467,1,0,1,1,1.7666666666666666,3.0,1457,13
89548387,1,0,1,1,3.266666666666667,3.0,1457,13
241932964,1,0,1,1,2.9,3.6666666666666665,1532,12
29376494,1,0,1,1,1.2333333333333332,8.0,1275,15
69808963,1,0,1,1,1.9,3.0,1457,13
185217474,1,0,1,1,2.0,8.333333333333334,1481,16
145657963,1,0,1,1,3.1333333333333333,3.6666666666666665,1532,12
29370494,1,0,1,1,1.1666666666666667,9.0,1616,16
89548844,1,0,1,1,3.3000000000000003,3.0,1457,13
125901465,1,0,1,1,1.9,3.0,1457,13
63228462,1,0,1,1,1.8333333333333333,3.0,1457,13
96639474,1,0,1,1,2.3000000000000003,6.0,1228,14
89547842,1,0,1,1,3.333333333333333,3.0,1457,13
251030464,1,0,1,1,2.2,2.6666666666666665,1478,13
29376491,1,0,1,1,1.2333333333333334,8.0,1275,15
241932962,1,0,1,1,2.9,3.6666666666666665,1532,12
70355962,1,0,1,1,1.8666666666666665,3.0,1457,13
29376490,1,0,1,1,1.2333333333333334,8.0,1275,15
250825472,1,0,1,1,2.1,8.333333333333334,1481,16
89550834,1,0,1,1,3.3000000000000003,3.0,1457,13
64674953,1,0,1,1,1.633333333333333,3.0,1457,13
29374483,0,1,1,1,1.2,8.666666666666666,1632,16
29461422,1,0,1,1,1.7666666666666666,3.0,1457,13
116080970,1,0,1,1,3.266666666666667,7.666666666666668,1259,14
29557482,1,0,1,1,1.7666666666666666,5.333333333333333,1369,12
241932948,1,0,1,1,2.9,3.6666666666666665,1532,12
29461406,1,0,1,1,1.7333333333333334,3.0,1457,13
2081704483,1,0,1,1,3.1333333333333333,3.0,1457,13
116080962,1,0,1,1,3.266666666666667,7.666666666666668,1259,14
29376480,1,0,1,1,1.2,8.0,1275,15
241932946,1,0,1,1,2.9,3.6666666666666665,1532,12
29351492,1,0,1,1,3.4,7.0,1177,16
241932900,1,0,1,1,1.8333333333333333,3.0,1457,13
29370900,1,0,1,1,2.1,7.0,1277,16
110538990,1,0,1,1,0.6000000000000001,7.0,1381,16
29372980,1,0,1,1,1.5333333333333332,8.0,1275,15
29459947,1,0,1,1,1.6666666666666667,3.0,1457,13
241932936,1,0,1,1,2.9,3.6666666666666665,1532,12
89550803,1,0,1,1,3.2000000000000006,3.0,1457,13
29370898,1,0,1,1,2.1333333333333333,7.0,1277,16
29358990,1,0,1,1,2.9333333333333336,7.0,1523,17
116080957,1,0,1,1,3.2999999999999994,7.666666666666668,1259,14
111373282,1,0,1,1,1.3333333333333333,2.6666666666666665,1063,14
29375979,0,1,1,1,0.8333333333333334,8.666666666666666,1632,16
241932935,1,0,1,1,2.9,3.6666666666666665,1532,12
80115957,1,0,1,1,1.6333333333333335,8.333333333333334,1481,16
29370894,1,0,1,1,2.1333333333333333,7.0,1277,16
121658485,1,0,1,1,0.6,7.0,1381,16
145654939,1,0,1,1,2.0333333333333337,3.0,1457,13
29370884,1,0,1,1,2.066666666666667,7.0,1277,16
29351485,1,0,1,1,3.4333333333333336,7.0,1177,16
29372475,1,0,1,1,1.2,9.0,1616,16
185218453,1,0,1,1,2.0,8.333333333333334,1481,16
111371253,1,0,1,1,1.3333333333333333,2.6666666666666665,1063,14
2088245915,1,0,1,1,3.1,3.6666666666666665,1532,12
29373974,0,1,1,1,1.1,8.666666666666666,1632,16
29360984,1,0,1,1,2.5,7.0,1523,17
241932874,1,0,1,1,1.8333333333333333,3.0,1457,13
145551433,1,0,1,1,2.2333333333333334,3.0,1457,13
29376473,1,0,1,1,1.2,8.0,1275,15
305430992,1,0,1,2,2.9333333333333336,3.6666666666666665,1085,11
251030246,1,0,1,1,1.2,3.6666666666666665,1051,12
69811366,1,0,1,1,1.7333333333333334,3.0,1457,13
116080950,1,0,1,1,3.266666666666667,7.666666666666668,1259,14
29370873,1,0,1,1,2.033333333333333,7.0,1277,16
83814991,1,0,1,2,2.733333333333333,3.6666666666666665,1085,11
29375973,0,1,1,1,0.9,8.666666666666666,1632,16
116080945,1,0,1,1,3.266666666666667,7.666666666666668,1259,14
29370860,1,0,1,1,2.1333333333333333,7.0,1277,16
249890717,1,0,1,1,3.1666666666666665,3.0,1457,13
2082177903,1,0,1,1,2.9666666666666663,3.6666666666666665,1532,12
63835425,1,0,1,1,2.1666666666666665,2.6666666666666665,1478,13
70341361,1,0,1,1,1.8666666666666665,3.0,1457,13
29358983,1,0,1,1,2.833333333333333,7.0,1523,17
29374973,1,0,1,1,1.4666666666666668,8.0,1275,15
89550707,1,0,1,1,3.3000000000000003,3.0,1457,13
114405230,1,0,1,1,1.3,2.6666666666666665,1063,14
29459909,1,0,1,1,1.7000000000000002,3.0,1457,13
29375972,0,1,1,1,0.9,8.666666666666666,1632,16
29396983,1,0,1,2,3.1,3.6666666666666665,1085,11
145656393,1,0,1,1,3.0666666666666664,3.6666666666666665,1532,12
116080940,1,0,1,1,3.2999999999999994,7.666666666666668,1259,14
29459907,1,0,1,1,1.7000000000000002,3.0,1457,13
29374967,1,0,1,1,1.4,8.0,1275,15
29358997,1,0,1,1,2.833333333333333,7.0,1523,17
70341359,1,0,1,1,1.8666666666666665,3.0,1457,13
185217435,1,0,1,1,1.8666666666666665,8.333333333333334,1481,16
120898222,1,0,1,1,1.4,2.6666666666666665,1063,14
83823977,1,0,1,2,2.766666666666667,3.6666666666666665,1085,11
145551402,1,0,1,1,2.2,3.0,1457,13
29465172,1,0,1,1,2.9,3.0,1457,13
58300466,0,1,1,1,0.9333333333333332,8.666666666666666,1632,16
29438720,0,2,1,1,1.0,3.0,1108,14
29459899,1,0,1,1,1.6666666666666667,3.0,1457,13
64812856,1,0,1,1,1.7666666666666666,3.0,1457,13
145655881,1,0,1,1,2.9,3.6666666666666665,1532,12
2079153478,1,0,1,1,0.8666666666666667,7.0,1381,16
185217434,1,0,1,1,1.9,8.333333333333334,1481,16
58265966,1,0,1,1,0.7000000000000001,7.666666666666668,1281,14
63835398,1,0,1,1,2.2333333333333334,2.6666666666666665,1478,13
29396970,1,0,1,2,3.233333333333333,3.6666666666666665,1085,11
29438718,0,2,1,1,1.0,3.0,1108,14
29370839,1,0,1,1,2.1,7.0,1277,16
2132333345,1,0,1,1,2.266666666666667,3.0,1457,13
29358978,1,0,1,1,2.8000000000000003,7.0,1523,17
121658390,1,0,1,1,2.266666666666667,3.0,1457,13
89028960,1,0,1,1,2.766666666666667,8.333333333333334,1533,17
80093467,1,0,1,2,2.966666666666667,3.6666666666666665,1085,11
250180857,1,0,1,1,3.2,3.6666666666666665,1532,12
29372965,0,1,1,1,1.6333333333333335,8.666666666666666,1632,16
185217429,1,0,1,1,1.9,8.333333333333334,1481,16
2089686965,1,0,1,2,2.966666666666667,3.6666666666666665,1085,11
29370836,1,0,1,1,2.0,7.0,1277,16
29375964,0,1,1,1,0.8666666666666667,8.666666666666666,1632,16
29459882,1,0,1,1,1.6666666666666667,3.0,1457,13
2087922352,1,0,1,1,3.0666666666666664,3.6666666666666665,1532,12
29366834,1,0,1,1,3.3000000000000003,7.0,1277,16
80090962,1,0,1,2,3.1666666666666665,3.6666666666666665,1085,11
29374964,1,0,1,1,1.4333333333333336,8.0,1275,15
120896203,1,0,1,1,1.4,2.6666666666666665,1063,14
70338381,1,0,1,1,2.2666666666666666,2.6666666666666665,1478,13
29362475,1,0,1,1,3.1,7.0,1523,17
185217426,1,0,1,1,1.9,8.333333333333334,1481,16
249710345,1,0,1,1,3.1666666666666665,3.6666666666666665,1532,12
29459881,1,0,1,1,1.7000000000000002,3.0,1457,13
89552136,1,0,1,1,3.233333333333333,3.0,1457,13
124154926,1,0,1,1,3.1333333333333333,7.666666666666668,1259,14
29396959,1,0,1,2,3.1666666666666665,3.6666666666666665,1085,11
2087686692,0,2,1,1,1.2333333333333332,3.0,1108,14
79981880,1,0,1,1,1.9666666666666668,3.0,1457,13
251035839,1,0,1,1,3.4333333333333336,3.6666666666666665,1532,12
96636926,1,0,1,1,2.4,6.0,1228,14
29396958,1,0,1,2,3.1666666666666665,3.6666666666666665,1085,11
83820449,1,0,1,1,2.1666666666666665,8.666666666666666,1533,17
29370826,1,0,1,1,2.033333333333333,7.0,1277,16
29375962,0,1,1,1,0.8666666666666667,8.666666666666666,1632,16
243333921,1,0,1,1,2.1,8.333333333333334,1481,16
145657839,1,0,1,1,2.8666666666666667,3.6666666666666665,1532,12
29370822,1,0,1,1,2.0,7.0,1277,16
29351469,1,0,1,1,3.4,7.0,1177,16
29344952,0,1,3,0,3.766666666666667,8.0,1373,14
29374462,0,1,1,1,1.1333333333333333,8.666666666666666,1632,16
145658835,1,0,1,1,2.933333333333333,3.6666666666666665,1532,12
70341334,1,0,1,1,1.8666666666666665,3.0,1457,13
29370820,1,0,1,1,1.9666666666666668,7.0,1277,16
79981874,1,0,1,1,1.933333333333333,3.0,1457,13
29344951,0,1,3,0,3.733333333333333,8.0,1373,14
29343946,1,0,1,1,3.8,8.333333333333334,1533,17
124154920,1,0,1,1,3.1,7.666666666666668,1259,14
145658832,1,0,1,1,2.9,3.6666666666666665,1532,12
29370806,1,0,1,1,1.9,7.0,1277,16
83816428,1,0,1,2,2.9,3.6666666666666665,1085,11
29343454,0,1,1,0,2.05,9.0,1669,15
29334450,1,0,1,1,4.9,5.666666666666668,1332,16
64901960,1,0,1,1,1.4666666666666668,8.0,1275,15
145658831,1,0,1,1,2.9333333333333336,3.6666666666666665,1532,12
145657822,1,0,1,1,1.7,3.0,1457,13
29370800,1,0,1,1,2.0,7.0,1277,16
90240442,1,0,1,1,2.8000000000000003,8.333333333333334,1533,17
120895447,1,0,1,1,2.6333333333333333,8.333333333333334,1533,17
29375958,0,1,1,1,0.9333333333333332,8.666666666666666,1632,16
29358963,1,0,1,1,2.733333333333333,7.0,1523,17
29344947,0,1,3,0,3.866666666666666,8.0,1373,14
90240441,1,0,1,1,2.766666666666667,8.333333333333334,1533,17
89553418,1,0,1,1,2.1,8.333333333333334,1481,16
144334371,1,0,1,1,1.6000000000000003,3.0,1457,13
29396923,1,0,1,2,3.1333333333333333,3.6666666666666665,1085,11
121655462,1,0,1,1,0.5333333333333333,7.0,1381,16
114405939,1,0,1,1,5.433333333333334,7.0,1177,16
29344946,0,1,3,0,3.866666666666666,8.0,1373,14
70338371,1,0,1,1,2.333333333333333,2.6666666666666665,1478,13
185217414,1,0,1,1,1.933333333333333,8.333333333333334,1481,16
2108947312,1,0,1,1,2.233333333333333,3.0,1457,13
29578456,1,0,1,1,2.466666666666667,6.0,1228,14
29459868,1,0,1,1,1.6,3.0,1457,13
305432656,1,0,1,1,1.5666666666666669,4.666666666666667,1242,15
83823430,1,0,1,1,2.566666666666667,8.333333333333334,1533,17
83813736,1,0,1,1,2.9,7.0,1277,16
29377453,0,1,1,1,0.9666666666666668,8.666666666666666,1632,16
124842807,1,0,1,1,2.9333333333333336,3.6666666666666665,1532,12
114405941,1,0,1,1,2.766666666666667,8.333333333333334,1533,17
29377451,0,1,1,1,1.0,8.666666666666666,1632,16
58298866,1,0,1,1,2.333333333333333,7.0,1523,17
111370914,1,0,1,2,3.0,3.6666666666666665,1085,11
79981862,1,0,1,1,1.9,3.0,1457,13
145656291,1,0,1,1,3.0666666666666664,3.6666666666666665,1532,12
83827917,1,0,1,1,2.766666666666667,8.333333333333334,1533,17
241930950,1,0,1,1,1.9666666666666668,7.0,1277,16
2080854860,1,0,1,1,2.2,3.0,1457,13
29360950,1,0,1,1,2.4666666666666663,7.0,1523,17
145656290,1,0,1,1,3.0666666666666664,3.6666666666666665,1532,12
29375949,0,1,1,1,0.8666666666666667,8.666666666666666,1632,16
145655859,1,0,1,1,2.033333333333333,3.0,1457,13
83819673,1,0,1,1,3.6666666666666665,7.0,1277,16
29344936,0,1,3,0,3.966666666666667,8.0,1373,14
249912949,0,2,1,1,1.3,3.0,1108,14
89651406,1,0,1,1,2.1,8.333333333333334,1481,16
2089992289,1,0,1,1,3.1333333333333333,3.6666666666666665,1532,12
29368449,1,0,1,1,1.7,9.0,1616,16
89551588,1,0,1,1,3.333333333333333,3.0,1457,13
80103408,1,0,1,2,3.2,3.6666666666666665,1085,11
83828934,1,0,1,1,5.333333333333333,5.666666666666668,1332,16
58298947,1,0,1,1,3.0,7.0,1523,17
241936636,1,0,1,1,1.2,3.6666666666666665,1051,12
58265948,1,0,1,1,0.7999999999999999,7.666666666666668,1281,14
89548573,1,0,1,1,3.3000000000000003,3.0,1457,13
29355947,1,0,1,1,1.8666666666666665,7.0,1483,16
120290135,1,0,1,1,1.4,2.6666666666666665,1063,14
58265946,1,0,1,1,0.8000000000000002,7.666666666666668,1281,14
241938280,1,0,1,1,3.1333333333333333,3.6666666666666665,1532,12
29396905,1,0,1,2,3.2,3.6666666666666665,1085,11
241936634,1,0,1,1,1.2333333333333334,3.6666666666666665,1051,12
29376446,1,0,1,1,1.3,8.0,1275,15
2080460279,1,0,1,1,3.0666666666666664,3.6666666666666665,1532,12
80093390,1,0,1,1,3.0333333333333337,8.333333333333334,1533,17
29343408,0,1,1,0,2.0,9.0,1669,15
63835353,1,0,1,1,2.1,2.6666666666666665,1478,13
29396904,1,0,1,2,3.233333333333333,3.6666666666666665,1085,11
121719897,1,0,1,1,3.233333333333333,7.666666666666668,1259,14
29351445,1,0,1,1,3.333333333333333,7.0,1177,16
29368642,1,0,1,1,2.033333333333333,7.0,1277,16
29370446,1,0,1,1,1.366666666666667,9.0,1616,16
70352485,1,0,1,1,2.5,8.333333333333334,1533,17
29459853,1,0,1,1,1.6333333333333335,3.0,1457,13
89663390,1,0,1,1,2.0333333333333337,8.333333333333334,1481,16
145654553,1,0,1,1,3.1333333333333333,3.0,1457,13
241936631,1,0,1,1,1.2,3.6666666666666665,1051,12
29376445,1,0,1,1,1.3,8.0,1275,15
83124879,1,0,1,1,2.733333333333333,8.333333333333334,1533,17
70338352,1,0,1,1,2.066666666666667,2.6666666666666665,1478,13
88014884,1,0,1,1,1.7,8.333333333333334,1481,16
29351440,1,0,1,1,3.2999999999999994,7.0,1177,16
29370832,1,0,1,1,1.9333333333333336,7.0,1277,16
29368445,1,0,1,1,1.7333333333333334,9.0,1616,16
125158378,1,0,1,1,3.6,8.333333333333334,1533,17
70338351,1,0,1,1,2.033333333333333,2.6666666666666665,1478,13
125792770,1,0,1,1,2.933333333333333,3.6666666666666665,1532,12
88013884,1,0,1,1,1.6,8.333333333333334,1481,16
29368633,1,0,1,1,1.9333333333333336,7.0,1277,16
29374944,1,0,1,1,1.366666666666667,8.0,1275,15
249891260,1,0,1,1,3.1666666666666665,3.6666666666666665,1532,12
29351438,1,0,1,1,3.2999999999999994,7.0,1177,16
29368632,1,0,1,1,1.9333333333333336,7.0,1277,16
29396897,1,0,1,2,3.2,3.6666666666666665,1085,11
29372944,0,1,1,1,1.5333333333333332,8.666666666666666,1632,16
83124877,1,0,1,1,2.7,8.333333333333334,1533,17
63837777,1,0,1,1,1.8333333333333333,3.0,1457,13
29461349,1,0,1,1,1.7,3.0,1457,13
119984117,1,0,1,1,1.3,2.6666666666666665,1063,14
58298435,1,0,1,1,2.3000000000000003,7.0,1523,17
29368631,1,0,1,1,1.9333333333333336,7.0,1277,16
111373376,1,0,1,1,2.833333333333333,8.333333333333334,1533,17
29376441,1,0,1,1,1.3,8.0,1275,15
145656010,1,0,1,1,3.1333333333333333,3.0,1457,13
241936613,1,0,1,1,1.2333333333333334,3.6666666666666665,1051,12
29351434,1,0,1,1,3.2999999999999994,7.0,1177,16
251030758,1,0,1,1,2.9666666666666663,3.6666666666666665,1532,12
29368608,1,0,1,1,1.8333333333333333,7.0,1277,16
83827393,1,0,1,2,2.9,3.6666666666666665,1085,11
89551502,1,0,1,1,3.3000000000000003,3.0,1457,13
29374438,0,1,1,1,1.1,8.666666666666666,1632,16
29368601,1,0,1,1,1.9333333333333336,7.0,1277,16
80104872,1,0,1,1,2.8000000000000003,8.333333333333334,1533,17
58298431,1,0,1,1,2.2666666666666666,7.0,1523,17
144176918,0,1,3,0,4.566666666666666,8.0,1373,14
241936608,1,0,1,1,1.2,3.6666666666666665,1051,12
29368594,1,0,1,1,1.8333333333333333,7.0,1277,16
29375933,0,1,1,1,0.9,8.666666666666666,1632,16
29344897,1,0,1,1,4.833333333333333,7.0,1177,16
70336913,1,0,1,1,5.7333333333333325,5.666666666666668,1332,16
64737390,1,0,1,2,3.1333333333333333,3.6666666666666665,1085,11
88019366,1,0,1,1,1.6,8.333333333333334,1481,16
241936607,1,0,1,1,1.2,3.6666666666666665,1051,12
29374432,0,1,1,1,1.0333333333333334,8.666666666666666,1632,16
29368593,1,0,1,1,2.033333333333333,7.0,1277,16
249891254,1,0,1,1,3.1666666666666665,3.6666666666666665,1532,12
120898908,1,0,1,1,2.6666666666666665,8.333333333333334,1533,17
79981846,1,0,1,1,2.0,3.0,1457,13
29376431,1,0,1,1,1.2666666666666666,8.0,1275,15
29358974,1,0,1,1,2.8000000000000003,7.0,1523,17
111371886,1,0,1,2,2.9333333333333336,3.6666666666666665,1085,11
29368581,1,0,1,1,1.9333333333333336,7.0,1277,16
83124867,1,0,1,1,2.766666666666667,8.333333333333334,1533,17
70992361,1,0,1,1,1.7333333333333334,8.333333333333334,1481,16
80104386,1,0,1,2,3.033333333333333,3.6666666666666665,1085,11
63835340,1,0,1,1,2.2,2.6666666666666665,1478,13
29372930,0,1,1,1,1.6000000000000003,8.666666666666666,1632,16
29368548,1,0,1,1,1.6666666666666667,7.0,1277,16
67415405,0,1,3,0,2.333333333333333,9.333333333333334,1360,14
29353930,1,0,1,1,1.9,7.0,1483,16
88019360,1,0,1,1,1.9666666666666663,8.333333333333334,1481,16
29459839,1,0,1,1,1.7,3.0,1457,13
29363429,1,0,1,1,3.633333333333333,7.0,1523,17
249891249,1,0,1,1,3.2,3.6666666666666665,1532,12
249891101,1,0,1,1,1.2666666666666666,3.6666666666666665,1051,12
29368546,1,0,1,1,1.7,7.0,1277,16
63835337,1,0,1,1,2.1666666666666665,2.6666666666666665,1478,13
29566857,1,0,1,1,0.7000000000000001,7.666666666666668,1281,14
29376426,1,0,1,1,1.3,8.0,1275,15
29363428,1,0,1,1,3.6,7.0,1523,17
29368532,1,0,1,1,1.6333333333333335,7.0,1277,16
251030097,1,0,1,1,1.2,3.6666666666666665,1051,12
58298927,1,0,1,1,2.2,7.0,1523,17
29396879,1,0,1,2,3.0,3.6666666666666665,1085,11
70352403,1,0,1,1,2.6,8.666666666666666,1533,17
29375925,0,1,1,1,0.9,8.666666666666666,1632,16
2079519189,1,0,1,1,1.8333333333333333,3.0,1457,13
29363427,1,0,1,1,3.5666666666666664,7.0,1523,17
70992349,1,0,1,1,1.8333333333333333,8.333333333333334,1481,16
29395366,1,0,1,1,2.466666666666667,3.6666666666666665,480,14
88023347,1,0,1,1,1.7666666666666666,8.333333333333334,1481,16
251034742,1,0,1,1,3.5,3.6666666666666665,1532,12
58298426,1,0,1,1,2.2666666666666666,7.0,1523,17
251032578,1,0,1,1,1.7666666666666668,2.6666666666666665,1063,14
29368530,1,0,1,1,1.6333333333333335,7.0,1277,16
111372365,1,0,1,2,2.9333333333333336,3.6666666666666665,1085,11
111973229,1,0,1,1,1.7666666666666666,3.0,1457,13
70992346,1,0,1,1,1.7999999999999998,8.333333333333334,1481,16
89550899,1,0,1,1,2.566666666666667,8.666666666666666,1533,17
29368568,1,0,1,1,1.7333333333333332,7.0,1277,16
241931861,1,0,1,2,2.966666666666667,3.6666666666666665,1085,11
121657728,1,0,1,1,1.933333333333333,3.0,1457,13
29358926,1,0,1,1,2.733333333333333,7.0,1523,17
249891240,1,0,1,1,3.1333333333333333,3.6666666666666665,1532,12
80104336,1,0,1,1,2.7,8.333333333333334,1533,17
70352400,1,0,1,1,2.566666666666667,8.666666666666666,1533,17
251030552,1,0,1,1,1.2,3.6666666666666665,1051,12
29374422,0,1,1,1,1.0,8.666666666666666,1632,16
70992345,1,0,1,1,1.7999999999999998,8.333333333333334,1481,16
83818357,1,0,1,2,3.1666666666666665,3.6666666666666665,1085,11
29462725,1,0,1,1,1.7666666666666666,3.0,1457,13
29351423,1,0,1,1,3.4,7.0,1177,16
29461328,1,0,1,1,1.6666666666666667,3.0,1457,13
70352399,1,0,1,1,2.566666666666667,8.666666666666666,1533,17
29395357,1,0,1,1,2.5,3.6666666666666665,480,14
29462724,1,0,1,1,1.7666666666666666,3.0,1457,13
29372422,0,1,1,1,1.1666666666666667,8.666666666666666,1632,16
29368517,1,0,1,1,1.6333333333333335,7.0,1277,16
83823333,1,0,1,1,2.1,8.666666666666666,1533,17
145657233,1,0,1,1,3.0666666666666664,3.6666666666666665,1532,12
70992340,1,0,1,1,1.7999999999999998,8.333333333333334,1481,16
120900046,1,0,1,1,1.4,2.6666666666666665,1063,14
70345723,1,0,1,1,1.7666666666666666,3.0,1457,13
70335832,1,0,1,1,2.5,8.666666666666666,1533,17
29370422,1,0,1,1,1.3666666666666665,9.0,1616,16
70992341,1,0,1,1,1.7999999999999998,8.333333333333334,1481,16
145656729,1,0,1,1,2.9333333333333336,3.6666666666666665,1532,12
2077718915,1,0,1,1,0.9,7.0,1381,16
88023921,1,0,1,1,0.7000000000000001,7.666666666666668,1281,14
251033728,1,0,1,1,3.466666666666667,3.6666666666666665,1532,12
70992334,1,0,1,1,1.8333333333333333,8.333333333333334,1481,16
120897535,1,0,1,1,1.3333333333333333,2.6666666666666665,1063,14
80093353,1,0,1,2,3.0,3.6666666666666665,1085,11
29459824,1,0,1,1,1.7,3.0,1457,13
202152984,0,0,2,0,0.5,8.0,743,15
70992331,1,0,1,1,1.8333333333333333,8.333333333333334,1481,16
29368502,1,0,1,1,1.8,7.0,1277,16
111372345,1,0,1,2,2.9,3.6666666666666665,1085,11
251030534,1,0,1,1,1.2,3.6666666666666665,1051,12
29351415,1,0,1,1,3.1666666666666665,7.0,1177,16
241938219,1,0,1,1,3.0666666666666664,3.6666666666666665,1532,12
29344861,0,1,1,0,2.25,9.0,1669,15
29368420,1,0,1,1,1.6,9.0,1616,16
29368500,1,0,1,1,1.7333333333333332,7.0,1277,16
80084981,0,0,2,0,0.4,8.0,743,15
70326844,1,0,1,2,2.9333333333333336,3.6666666666666665,1085,11
249878946,0,2,1,1,1.2333333333333332,3.0,1108,14
70345711,1,0,1,1,1.8,3.0,1457,13
70992322,1,0,1,1,1.9,8.333333333333334,1481,16
145658498,1,0,1,2,2.966666666666667,3.6666666666666665,1085,11
145655717,1,0,1,1,2.966666666666667,3.6666666666666665,1532,12
29360913,1,0,1,1,2.4666666666666663,7.0,1523,17
185217321,1,0,1,1,1.7666666666666666,8.333333333333334,1481,16
70345708,1,0,1,1,1.7666666666666666,3.0,1457,13
29377417,0,1,1,1,1.1333333333333333,8.666666666666666,1632,16
83124822,1,0,1,1,2.8000000000000003,8.333333333333334,1533,17
84138980,0,0,2,0,0.2,8.0,743,15
83824836,1,0,1,2,3.033333333333333,3.6666666666666665,1085,11
2088560215,1,0,1,1,3.0666666666666664,3.6666666666666665,1532,12
29363410,1,0,1,1,3.466666666666667,7.0,1523,17
2099325819,1,0,1,1,3.1333333333333333,7.666666666666668,1259,14
70352394,1,0,1,1,2.6,8.333333333333334,1533,17
29462708,1,0,1,1,1.8,3.0,1457,13
29344853,0,1,1,0,2.1,9.0,1669,15
83815821,1,0,1,1,2.733333333333333,8.333333333333334,1533,17
64640832,1,0,1,2,3.2000000000000006,3.6666666666666665,1085,11
29461309,1,0,1,1,1.6666666666666667,3.0,1457,13
29375915,0,1,1,1,0.9,8.666666666666666,1632,16
29344851,0,1,1,0,2.1,9.0,1669,15
29439010,0,2,1,1,0.9333333333333332,3.0,1108,14
111371325,1,0,1,2,2.8666666666666667,3.6666666666666665,1085,11
29461308,1,0,1,1,1.633333333333333,3.0,1457,13
124843201,1,0,1,1,2.9666666666666663,3.6666666666666665,1532,12
60138195,1,0,1,1,1.6666666666666667,3.0,1457,13
111969317,1,0,1,1,2.2,8.333333333333334,1481,16
29370415,1,0,1,1,1.3333333333333333,9.0,1616,16
120895893,1,0,1,1,2.7,8.333333333333334,1533,17
80094819,1,0,1,1,3.0333333333333337,8.333333333333334,1533,17
111372822,1,0,1,2,2.9333333333333336,3.6666666666666665,1085,11
29459807,1,0,1,1,1.7666666666666666,3.0,1457,13
119620477,0,0,2,0,0.9,8.0,743,15
29372913,0,1,1,1,1.6333333333333335,8.666666666666666,1632,16
70992316,1,0,1,1,1.9,8.333333333333334,1481,16
58297966,0,1,1,0,2.0,9.0,1669,15
83817317,1,0,1,2,2.833333333333333,3.6666666666666665,1085,11
70352389,1,0,1,1,2.6,8.333333333333334,1533,17
29372413,0,1,1,1,1.2,8.666666666666666,1632,16
119620476,0,0,2,0,0.8,8.0,743,15
29462690,1,0,1,1,1.8,3.0,1457,13
70992306,1,0,1,1,1.9,8.333333333333334,1481,16
80106317,1,0,1,2,3.1666666666666665,3.6666666666666665,1085,11
29459805,1,0,1,1,1.7,3.0,1457,13
29395310,1,0,1,1,2.466666666666667,3.6666666666666665,480,14
58298400,1,0,1,1,2.4,7.0,1523,17
79981802,1,0,1,1,1.9,3.0,1457,13
29375910,0,1,1,1,0.8333333333333334,8.666666666666666,1632,16
111372812,1,0,1,1,2.833333333333333,8.333333333333334,1533,17
145658177,1,0,1,1,2.9333333333333336,3.6666666666666665,1532,12
29464187,1,0,1,1,1.8333333333333333,3.0,1457,13
83816303,1,0,1,2,3.0,3.6666666666666665,1085,11
80104443,1,0,1,1,0.8000000000000002,3.333333333333333,1626,14
58300408,1,0,1,1,1.1666666666666667,8.0,1275,15
29343331,0,1,1,0,2.1,9.0,1669,15
58298397,1,0,1,1,2.4,7.0,1523,17
89552800,1,0,1,1,2.266666666666667,3.0,1457,13
70341938,1,0,1,1,0.6,3.333333333333333,1626,14
29565906,1,0,1,1,0.4333333333333333,6.0,1307,14
29462679,1,0,1,1,1.7666666666666666,3.0,1457,13
29372406,0,1,1,1,1.1666666666666667,8.666666666666666,1632,16
